csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
11424.542303623297	1.0	56.0	9049.6956476682	10007.039511925828	-0.0072	0.0194	-0.0301	0.0213	-0.0694	-0.1032	9186.647226692481	0.17143966401331714	0.07610134658930681	-0.01679669926521909	-0.08847730506050333	0.07938397546084158
11493.452567858574	1.0	57.0	9032.015568671824	10008.456184198949	-0.0316	0.0393	-0.0427	0.0378	-0.0332	-0.1102	9185.06178922242	-0.09290152035376963	0.11454293568241727	-0.047496728284773276	0.012818626379843668	0.047352130433823296
11425.847495054588	1.0	58.0	9043.297982683702	10045.93457150849	-0.0889	0.0417	-0.0019	0.0269	-0.1241	-0.0718	9235.470011514772	0.08234370433657517	0.242507263783826	-0.004475609569993607	0.24809748707716983	-0.10621260706344225
11398.709904597355	1.0	59.0	9027.615133181382	10055.102663487414	-0.0162	0.0383	-0.0044	0.0285	0.0114	-0.0409	9242.241374726227	0.23074439333989874	-0.10114086832648284	0.03885945935510671	0.04714691836425039	0.12073392721097098
11419.46579683744	1.0	60.0	9019.967684069687	10022.73496376017	0.024	0.0324	0.0069	0.0097	-0.0411	-0.0711	9207.049286827125	-0.05841497780540931	-0.16642824687952074	0.03226774034783623	-0.13417748333702725	0.059364962058738195
11375.585114307893	1.0	61.0	9024.110065824088	10010.01448388632	0.0039	0.0558	-0.0106	0.0045	-0.0958	-0.1125	9197.372805814033	-0.14820371000458837	-0.03833260773970827	0.14740157974166918	-0.16278361217887857	-0.09345444052142793
11430.90401517428	1.0	62.0	9037.113943650664	10035.425392833205	-0.0242	0.0804	-0.0285	0.0169	-0.1345	-0.1139	9222.742488443606	0.06014583317200793	0.10776989291505237	0.07614382404556697	-0.0607997028426431	-0.04129331968116865
11499.836673051883	1.0	63.0	9035.913995746445	10027.682175186908	-0.0131	0.075	-0.0184	0.0091	-0.0434	-0.0987	9209.30474876031	0.11586013306106603	-0.03537930449665786	-0.11225660958947595	-0.083490246712944	0.07613313907801506
11478.963809282352	1.0	64.0	9023.391054878373	10002.634198143882	-0.0518	0.0837	0.008	0.0084	-0.0722	-0.0814	9190.18658201404	-0.043575899623534586	-0.06055694054341791	-0.056111342017584775	-0.06842049838769244	0.005326292207883381
11464.731980543871	1.0	65.0	9015.850225976605	10010.618767842374	-0.0326	0.0837	0.0216	-0.0005	-0.0876	-0.0945	9193.242077210249	-0.09969706371901005	-0.106707428225958	-0.017317970972234458	-0.06306208478560421	-0.021828728256735347
11538.858708308293	1.0	66.0	9027.172846946287	10007.929770067773	-0.0972	0.104	0.0301	0.0127	-0.0731	-0.0718	9189.760617107866	-0.12380130295375773	-0.007800817713345109	-0.1417721420977179	0.004228292137899355	-0.09206439279350262
11478.01331661909	1.0	67.0	9046.17088075066	10008.269025778263	-0.0962	0.0969	0.0191	0.0157	-0.0753	-0.0818	9192.026836642817	0.04722943549555965	0.13212144319844538	-0.062286882713744926	0.09716024911118004	0.01617006299534188
11440.037920047076	1.0	68.0	9035.397112283734	10003.71890755499	-0.1316	0.1032	0.0142	0.0153	-0.1434	-0.0773	9192.670014059482	0.0937585550806412	0.10438452238585845	0.08065722704284013	0.07034088620562856	0.03585411862752458
11457.421990810297	1.0	69.0	9025.076701339096	10021.117925743658	-0.1436	0.1245	0.0314	0.0339	-0.096	-0.0748	9215.099938459705	0.08850167372231671	-0.14733069949765457	-0.057755839594434366	0.03790816572069062	-0.006323068575373292
11455.161536583533	1.0	70.0	9030.75149316344	10026.65530037563	-0.1561	0.1248	0.0234	0.0407	-0.0526	-0.0934	9209.392639261428	-0.060652786709034234	-0.1215096954045656	-0.038999430983490055	-0.06971882177431286	-0.08462538673451747
11477.534320537861	1.0	71.0	9041.069289412295	10007.624212339764	-0.1808	0.1322	0.0244	0.0449	-0.0872	-0.0705	9186.498889558252	-0.08178643671106585	-0.007324548717175674	-0.01480297933809369	-0.15124497769162148	-0.21994567790366282
11473.276567508014	1.0	72.0	9050.026765685996	9988.820360007314	-0.211	0.1379	0.0426	0.0378	-0.1028	-0.0588	9171.939610006912	-0.042558361405235154	0.20385085123415705	-0.008705476453899632	0.06307373348431697	-0.07028176107848653
11417.020889673478	1.0	73.0	9036.366093768673	10003.965263285207	-0.2073	0.1323	0.0368	0.0308	-0.0942	-0.0538	9183.211205483216	0.09975402292094732	0.03924741632335462	0.09428515602761142	0.08067474301852023	0.057298341739412284
11373.541729266826	1.0	74.0	9021.733235780819	10000.342290784947	-0.2338	0.1376	0.0426	0.0371	-0.0814	-0.0505	9182.056282369045	0.08690690788108117	-0.16441661426951712	0.1504619084071863	0.0010399106302266539	0.06713349449710405
11448.900083884215	1.0	75.0	9026.408077242422	10000.800397200323	-0.2278	0.1464	0.0511	0.0265	-0.1059	-0.0731	9179.370798500084	-0.15298877628769617	-0.06944391684737608	0.04225121675806662	-0.03467176615204487	-0.08237875814571198
11418.946727263621	1.0	76.0	9018.641309703717	9992.906906113732	-0.2232	0.1563	0.046	0.0474	-0.0875	-0.0786	9178.03200602561	-0.002012479197977148	0.018984244833752335	0.12739216301771156	0.13661822836889279	-0.1505041728644163
11418.573257837541	1.0	77.0	9022.26389630595	9994.740708018739	-0.1933	0.1476	0.0379	0.0444	-0.1203	-0.0989	9174.996405987495	0.0802433352926979	-0.015454426881296803	0.09504515850967804	0.12957914465390674	-0.08349843577808799
